Total time (s),v1,v2,v3,v4,v5,v6,O1,O2
109.68099999427795,-3.103821356752589,8.48101105145961,1.9119488951894068,7.65522305119923,2.045867117704745,10.244792202224229,1.2783145735878967,-11.871485718659594
106.61199998855591,-1.6671329103668795,9.126299501324793,-3.0205397132561997,9.24425745098301,2.2822339825323814,8.673312858194615,1.2436474987161286,-18.39638441730196
104.59699988365173,1.0790743007814765,9.921068787641943,1.2333473069744478,11.6972661826974,-3.038328890341885,5.805318614950381,1.23299364269881,-18.139426580023436
103.55900001525879,-0.3150375066741411,4.023517852006192,2.595810072636259,4.199937475138679,2.6788922987945014,6.070689649390704,1.4148578695899532,-20.050297746416273
104.45299983024597,1.2940292690921371,2.257152159759846,-2.72129343797608,3.5933721793864684,0.8831614205075562,2.6829951059468096,1.3077785939940973,-19.488058346431707
104.03800010681152,2.977795729703507,10.369315254062466,0.5943283774920318,12.367080896318184,-1.9188078671051816,5.67965529230992,1.20101496639711,-20.162064625998106
105.2409999370575,-2.899823961207415,12.03331312597436,-1.8631962067589267,1.581016808746654,-1.8035577085486065,0.24729399534882757,1.2041693332463803,-15.732963736630134
104.43400001525879,-1.552906744489587,9.792464954679437,1.2851380611537335,2.7524449330771343,2.5944203068556737,11.561810545949795,1.1371726792845578,-20.986145084689635
104.64200019836426,0.15721061817948234,2.771876542918201,2.228529285646016,5.588714012001428,0.31833994112504094,6.785378916735157,1.4208779809043202,-17.433053300447007
105.3970000743866,3.0894508402163474,2.0234413715585853,-1.102820196270208,11.151877398409557,-2.804329215516008,0.8071988789117623,1.246110612393214,-19.563354568406663
105.22699999809265,1.6645752366514044,8.112599842420355,3.061292493379053,0.7286335412920926,-1.3089134727625844,8.915185651652388,1.118723384482957,-19.945548346434745
104.99300003051758,0.3926332181379113,6.600904610188449,-1.1954093859126897,8.56878754876692,-2.424245036792801,3.1394105876411804,1.2477529954495397,-20.038221413701315
105.09100008010864,2.851830699266932,7.3267807439248465,-2.201428729349044,0.35217345362221625,2.8876231678213005,6.54304568781758,1.324543626141548,-13.482715968525353
105.75300002098083,-2.549073906951599,12.407579740062548,2.957094886023188,8.004249601117177,-0.2864983839287314,2.9742077041914907,1.433116761847999,-20.597616625396967
105.98600006103516,1.8700187527451,4.424562935682961,-2.4933490583342826,7.136110461269275,2.72372049460174,11.16404927988986,1.2662871763227785,-16.60566533691402
105.41100001335144,-2.83260698658784,1.385677625222705,-2.6089950747927126,0.46529138370253215,-2.148026556759663,4.228895021455536,1.3096792740569396,-7.290198847314538
106.22199988365173,-3.036668007350903,9.557314509648515,-2.095941987378856,10.496722380565753,-2.646615448388506,1.834010112340179,1.334567130583052,-10.227811104280997
106.1579999923706,-2.6831421544367116,11.550790759929505,-0.93330815523829,12.01923632032197,-1.0502198185001355,12.20695264253049,1.2450690257028088,-15.356952281971045
105.91700005531311,2.0058477415753257,10.843772223525322,1.6872466494588068,10.825836596972586,-2.3484844921078407,2.7030725327528247,1.274889271606964,-19.77921749663469
106.77699995040894,-0.9777008370168949,0.6369575927237867,-2.4196343291982485,12.197405499886042,0.3952506983428088,9.770308772933515,1.2979374220815139,-19.88244490811569
106.20300006866455,2.738935695255388,8.332450806248504,1.019143180947503,5.998219411366788,0.5383099384302121,0.03677645177519681,1.3037463304184185,-19.662644731176524
106.55599999427795,-2.7187918653886167,7.076659187436839,1.5800586151835763,2.212769821175064,2.240145560204149,6.315232016623099,1.2564960168285364,-17.436393872705633
107.02500009536743,0.07841093316816261,1.513173496422767,-1.267151213472947,9.532493276345805,1.643156208600348,12.24433917513085,1.2346471890200983,-20.050651500242076
106.45300006866455,-2.131308691195318,10.690231173774805,-1.7647259637429764,6.867171198851083,1.078227968137555,1.0846295829764196,1.2382668439454059,-22.176702205110654
106.85800004005432,-1.9871326124389395,8.785540570235888,2.1315011335998495,11.351267249078155,1.7959640437062951,11.76938979176276,1.2676910147079314,-19.21308641763424
106.82399988174438,-0.012834520647732717,4.957743035218499,0.6632978678420578,10.977251147298348,0.09998518489584729,7.80681338006928,1.3283659545616815,-8.957383159759432
107.2170000076294,0.21747258135614844,10.498738076612876,-2.8882093717492507,10.180212446513547,-0.791963700899224,6.266612033520045,1.2712873635365252,-19.99931285304432
107.51300001144409,1.942403123153003,0.4334352028645604,1.4382422597410747,5.8924085874765,-1.5065484276221215,1.766899781230736,1.1862324974885075,-20.326318066821273
107.85500001907349,1.1861731135391391,6.835215244283389,-0.0505749897193164,2.5444964653023874,0.5681061583406768,7.3084244891771055,1.302108509368041,-12.362695374464078
107.13100004196167,-2.4437748212963974,5.662325918919971,-2.3165965476040347,6.2027110222197335,-0.9785246734513415,7.6159236867575215,1.2525324792550538,-13.518375620759063
107.79099988937378,-1.2658925610134166,3.5859970552083533,1.4008830916882156,12.412303152467679,-1.987372085463466,4.407352862419995,1.126013196554525,-21.401536741841817
107.98199987411499,0.5916169898378731,4.231906080997415,2.284686389724908,0.9068260501537341,-2.752204136365588,2.500037784801398,1.3752291250622166,-19.973073145979168
107.82299995422363,2.121609621324187,1.1723705586512319,1.7474574890033034,5.443307643426638,-0.13635293429822593,5.420110687133126,1.3421139734218934,-18.571836611605725
108.27100014686584,1.0434153965549449,3.1576271735084003,0.8022033406039011,9.847343831142718,-1.593173883642251,1.0021650815830132,1.217766265528874,-20.61770728451114
107.92999982833862,2.9284032031285605,5.18889894248792,-0.31220593048163625,2.877310691327979,0.7295659840153585,8.238139224652429,1.3177650149304974,-20.108799434064338
108.13499999046326,0.3436152271308339,11.471962698706157,2.964557660165652,1.4354686903803016,1.7730619524775157,6.948584249110013,1.2381245058941428,-21.776831608229916
108.20099997520447,1.502695460328705,6.795038952620661,0.16930284664260942,7.423768076623716,2.8582416516135636,7.04872218448865,1.2674816421917137,-19.49355225323766
109.11500000953674,-1.7417765218236896,11.670050653787635,2.6768661201005006,4.800249932109699,1.316941875674508,10.852754516401085,1.201321107713133,-19.999538788400965
108.6890001296997,-2.3341763287479713,3.934840706918154,-3.0623006155472745,8.978859514633378,-2.5978517144411506,2.2838251423849907,1.3186017572495652,-8.72681708009495
108.40299987792969,-1.2369882823130136,3.378758156541261,2.7148740823473316,3.549061057681894,-3.1086108201545803,10.670774674459286,1.2544168686188135,-18.381773989455727
108.95699977874756,0.7484602861468224,7.558767624455081,0.490285490107059,10.32106242428157,-0.7007074775479256,3.318560188634605,1.236400491006277,-13.918102572989252
109.06100010871887,2.3820752318888534,11.265729423959018,1.8663945664489878,1.858600673373424,-1.6800660850693907,0.7132623126664437,1.1699465985418347,-20.794981888377094
108.72900009155273,-0.3821033506205831,1.839052985876918,0.3208366707798129,6.321575308218487,3.002842583303197,0.4600833668055852,1.4195902300675138,-20.337262969350412
109.82200002670288,-0.5420501895802365,2.4436583089049586,-1.989186126512684,8.901576503688506,-2.8764547253603556,1.5437107962155252,1.3894477638712215,-18.415112501865288
109.42799997329712,1.3967571871647708,12.213352574400453,-0.7510905764394433,6.502259598372236,2.147870653572979,8.435060372538775,1.1824977701750181,-19.946867977112813
109.29200005531311,0.8638748504781875,2.9615913912124636,0.21182926117794798,8.12989750356321,-1.1150133039262622,9.566933513633467,1.193353840738496,-17.972263638687387
109.81000018119812,0.6782308014077567,0.7994993342630304,0.07309358573044111,7.214530822426771,1.3658834525806984,11.408409889299167,1.3809171812574137,-12.75542167051094
110.05200004577637,1.70692116562324,0.9451773182834008,2.455267168196638,4.956847403461203,-0.1958606417061195,10.019954278133723,1.2527808755175869,-20.051380261416526
109.51900005340576,-0.8479506187727641,2.636812518295502,2.0378234904700854,8.306878024583213,1.2185052733128892,9.231915447269651,1.1819903208351896,-20.6310674067628
109.72500014305115,2.4294603496162317,8.940014896379552,-0.5341731754624677,3.4049240160575485,-1.2390218602595837,3.8840969534707384,1.3113638614572092,-20.675556462755445
109.99200010299683,-0.7477562495089383,5.856728954208072,-0.22263858033946082,2.4857076669178686,0.07771623974072561,5.327755609203611,1.3690793918954984,-8.039766663715337
110.29299998283386,-1.9296252203296327,10.959159146661005,-1.9396920605000356,11.61164650532618,0.662847374808702,11.91670591401536,1.2419429483068205,-19.28035465254762
110.4539999961853,2.3009745941452424,6.257911476674314,-1.033067573028982,7.803815059847133,-0.42266701986068433,10.584133916539368,1.2381697744553493,-20.03748243202836
110.66799998283386,-0.26772056440145064,10.221031995607932,-0.3910041778407902,6.708530611924391,-0.5886934291239752,4.74988317869275,1.3583390356054124,-6.336219830033283
111.0609998703003,-2.1759823770244884,11.913598072690636,-1.5297609654344646,0.5535308865247119,-0.8483504019060817,3.6439354532094947,1.299674057209451,-14.840225827291516
110.65100002288818,0.4962912661808323,4.517389198249305,1.13879640962349,9.343435958940784,2.4055572228062614,3.966597424167666,1.308741811011794,-16.33132448064102
111.25799989700317,-1.4005112428037285,3.758547245397861,-1.6655693939905163,5.148770349803719,-2.2138498225180334,2.003912139577053,1.2121890261180053,-8.103298308805558
110.78799986839294,2.230244158360631,0.12196571345345462,-2.576420427193282,9.963687788111688,1.5075008339550502,5.163397656020872,1.2025628505583157,-18.45600102166657
110.84499979019165,-1.0260817635831154,7.406150622764956,2.7849924038410743,1.6721851982957432,1.0232999739990793,1.3498735351737978,1.179511304751314,-19.740999623110337
111.23400020599365,-2.2501659268760115,6.388667752044363,2.3916410083227557,5.359953960214706,1.59070759178758,7.927436573708955,1.214595202176501,-18.852821095767997
111.81499981880188,2.548977839024632,5.983219306162893,-0.1667652366571315,3.1401686513436813,2.464376585218173,4.966216279865876,1.430630349151703,-19.75400106668206
111.84699988365173,2.6853789417208294,7.994775607607521,-0.6362909222487616,3.78221596936006,3.1388782944214757,4.494204777094746,1.369379310649251,-20.359558740027595
111.87299990653992,1.6100690922060945,0.3205690953166051,-1.3607015888434917,1.1355326620579143,-2.276411008862908,9.405550275605556,1.1726597348369647,-20.726063882910434
111.99399995803833,-1.4958263859992291,9.314117210302749,-2.8129771824867746,10.644718029423993,-1.783336415227621,11.076738644611194,1.2353963317199539,-12.311929058063791
111.67499995231628,-1.1495170762358327,7.852719437831924,-1.5029569828214986,4.489354305955745,0.22156599995732318,7.374446256939718,1.2009704762540778,-15.457947300547012
111.8529999256134,0.9656048757929341,1.686061177965268,0.9439394884681906,4.378705849723395,-1.3994544677344556,12.482938937326187,1.175346501776071,-21.429933083022576
111.9210000038147,-0.6922725067862245,5.476397328839798,-0.6040870276935264,3.982186624738941,1.9289910360918618,3.5112295346309943,1.3241970713165105,-19.42660560367332
112.3069999217987,-1.8772058679330856,5.30786681031599,-0.8231274229298498,8.639145218632411,-0.4724907060675614,9.108832398577169,1.2495435685479481,-13.467872744425827
112.24699997901917,-0.5187996027842128,9.505379090281425,0.8772378774499661,2.0080714574801086,-0.05042220673330666,8.452776190440039,1.2667487071581334,-14.880708628036796
112.72500014305115,-0.16525558226957449,4.842049554935451,0.39700706801864083,0.16278488572895658,0.9517848204074504,10.167028209439453,1.3425606962417957,-11.861134171948546
